,,Message/Text,Real/Fake,Sentiment
,,"14 Medical Staff Of Delhi Hospital Under Quarantine After Exposure To COVID-19 Patient

A team of 14 medical staffers, including doctors and nurses, which was treating COVID-19 patients at RML Hospital has been sent into home quarantine and their samples are being tested, official sources said.

The sources said one of the nurses got fever on Sunday evening, so the entire team has been asked to quarantine themselves at their homes.",Real,Fact based
,,"Cargo flights will be used to transport medical equipment, essential goods to NE: Jitendra Singh
Cargo flights will be used exclusively for transporting medical equipment and emergency goods, besides other essential items to the northeastern states, in the wake of the countrywide lockdown due to the coronavirus outbreak, Union Minister Jitendra Singh said on Sunday.

This will go a long way in reassuring the people of the North-East region that even in this hour of trial, they are receiving as much attention as any other part of the country, he said.

The contact details and roadmap for the cargo operation will be provided soon, said Singh, the minister of state for the development of the northeastern region (DoNER).
",Real,Fact based
,,"Goa: 2 more test positive for coronavirus, count reaches 5

As two more persons tested positive for coronavirus in Goa, the tally of such patients in the state reached five on Sunday.",Real,Fact based
,,"Mar 29, 2020 23:12 (IST)
Three fresh COVID-19 cases in Telangana; total rises to 70

The number of coronavirus cases in Telangana reached 70 on Sunday after three fresh cases were reported, Chief Minister K Chandrasekhar Rao said.

He also said 11 COVID-19 patients have tested negative and would be discharged on Monday.",Real,Fact based
,,"Mar 29, 2020 23:05 (IST)
RSS gives food packets, grocery kits to poor in Nagpur
In view of the nationwide lockdown to check the spread of COVID-19, RSS volunteers here are working round the clock to help the poor people of the city by providing food packets and grocery kits to them.

""The RSS is working as a team here. Its ''Lok Kalyan Samiti'' is here at the city level. In Nagpur, there are 12 divisions (Bhag) and 38 ''Nagar.'' A centre has been established in every ''Nagar'' where through workers and other volunteers, rice and pulses are being collected and packed. We are trying to send these packets to the needy,"" said Abhishek Mishra, Pracharak, Sewa Vibhag.

",Real,Fact based
,,"Mar 29, 2020 22:38 (IST)
4 fresh COVID-19 cases in Bihar, number rises to 15
Four more people tested positive for COVID-19 in Bihar on Sunday, taking the number of coronavirus cases in the state to 15, an official said.

These four samples were tested at the IGIMS Hospital, run by the state government, where testing facilities became functional recently.
",Real,Fact based
,,"Mar 29, 2020 22:22 (IST)
Five fresh COVID-19 cases in J-K
Five people tested positive for coronavirus in Kashmir on Sunday, taking the total number of cases in Jammu and Kashmir to 38.

Of the five cases, two each were reported from Srinagar and Budgam districts, while another from north Kashmir''s Baramulla district.

""Five more positive cases confirmed in Kashmir,"" government spokesperson Rohit Kansal said in a tweet.",Real,Fact based
,,"Mar 29, 2020 21:56 (IST)
Vaishno Devi Shrine Board employees contribute part of salaries to J-K Relief Fund
Employees and gazetted officers of Shri Mata Vaishno Devi Shrine Board have donated part of their salaries to the Jammu and Kashmir Relief Fund to contribute towards efforts to curb the spread of COVID-19, a senior official said on Sunday.

While the board employees have contributed their one day's salary, the gazetted officers have donated their two days'' salary, Chief Executive Officer, SMVDSB, Ramesh Kumar said.

On the directions of Lieutenant Governor Girish Chandra Murmu, who is also the chairman of SMVDSB, the board on Sunday distributed ration kits among slum dwellers and other stranded workers in Katra, the base camp for pilgrims visiting the Vaishno Devi shrine, he said.",Real,Fact based
,,"Mar 29, 2020 21:30 (IST)
JJP donates ₹ 51 lakh to Haryana COVID-19 Relief Fund
The Jannayak Janta Party (JJP), BJP's coalition partner in Haryana, donated ₹ 51 lakh to the Haryana COVID-19 Relief Fund on Sunday. 

JJP founder member Digvijay Singh Chautala and other senior leaders of the party met Chief Minister Manohar Lal Khattar and handed over a cheque for the amount, a party statement said. 

Mr Khattar, who announced setting up the fund to mitigate the hardships of those affected by the coronavirus outbreak, has contributed ₹ 5 lakh from his personal savings. 

Mr Chautala apprised the CM that his party was working shoulder-to shoulder with the government in its fight to check the spread of coronavirus.",Real,Fact based
,,"Mar 29, 2020 21:15 (IST)
2 more test positive for coronavirus in Rajasthan; number of cases now 56
Two people tested positive for coronavirus in Rajasthan on Sunday, taking the total number of cases in the state to 56, an official said.

One of them is a 53-year-old woman with a heart problem who visited a private hospital in Bhilwara where some doctors and nursing staff had tested positive. The other person is a 21-year-old man, a resident of Jhunjhunu district, he said.

The Jhunjhunu resident had returned from Philippines on March 18. He first arrived in Delhi and hired a taxi from there, the official said.",Real,Fact based
